City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Tilichiki,RU,60.4667,166.1,8.1,95,35,4.12,scattered clouds
347,Pinotepa Nacional,MX,16.3167,-98.0167,85.06,62,26,5.41,scattered clouds
348,Wasilla,US,61.5814,-149.4394,38.73,67,0,6.91,clear sky
349,Kostinbrod,BG,42.8167,23.2167,50.99,98,100,2.39,overcast clouds
350,Zhigansk,RU,66.7697,123.3711,-19.25,91,100,11.01,overcast clouds
351,Bishop Auckland,GB,54.6555,-1.6771,45.32,91,93,3.42,overcast clouds
352,Muroto,JP,33.2833,134.15,59.77,58,99,6.2,overcast clouds
353,Mitu,CO,1.1983,-70.1733,75.22,97,91,2.55,overcast clouds
354,Vilhena,BR,-12.7406,-60.1458,82.11,47,91,1.7,overcast clouds
355,Magistralnyy,RU,56.1725,107.4458,29.3,83,100,6.46,overcast clouds
356,Poya,NC,-21.35,165.15,82.18,69,96,3.11,overcast clouds
357,Sirnak,TR,37.5228,42.4594,42.87,82,100,1.7,overcast clouds
358,Boende,CD,-0.2167,20.8667,69.98,98,97,2.04,overcast clouds
359,Sladkovo,RU,55.5284,70.3385,7.11,93,100,8.08,overcast clouds
360,Dubbo,AU,-32.25,148.6167,51.93,71,0,2.3,clear sky
361,Eureka,US,40.8021,-124.1637,65.19,74,1,1.99,clear sky
362,Haimen,CN,23.1935,116.6142,67.89,87,100,8.3,overcast clouds
363,Canora,CA,51.6333,-102.4343,23.02,83,100,16.28,overcast clouds
364,Trofors,NO,65.5333,13.4063,22.87,49,12,5.37,few clouds
365,Tsabong,BW,-26.0217,22.401,78.46,18,0,5.37,clear sky
366,Denham Springs,US,30.4869,-90.9562,50.92,66,40,4.61,scattered clouds
367,Beyneu,KZ,45.3167,55.2,33.6,63,100,15.97,overcast clouds
368,Riyadh,SA,24.6877,46.7219,73.54,28,8,10.69,clear sky
369,Merauke,ID,-8.4667,140.3333,81.46,82,100,4.52,overcast clouds
370,Luderitz,NA,-26.6481,15.1594,61.27,80,15,12.77,few clouds
371,Nkhata Bay,MW,-11.6066,34.2907,76.69,63,10,6.02,clear sky
372,Prince Rupert,CA,54.3161,-130.3201,46.09,88,75,5.75,broken clouds
373,Ballina,AU,-28.8667,153.5667,63.01,60,99,12.37,overcast clouds
374,Sagarejo,GE,41.734,45.3315,41.43,71,100,2.44,overcast clouds
375,Maple Creek,CA,49.9168,-109.4848,26.65,80,100,10.36,overcast clouds
376,Asosa,ET,10.0667,34.5333,63.01,51,5,4.21,clear sky
377,Chara,RU,56.9064,118.2631,8.82,85,100,0.83,overcast clouds
378,Kaeo,NZ,-35.1,173.7833,67.32,96,66,9.86,broken clouds
379,Krasnoborsk,RU,61.5598,45.934,21.81,55,96,4.92,overcast clouds
380,Inhambane,MZ,-23.865,35.3833,73.47,68,0,7.29,clear sky
381,Saint-Georges,GD,12.0564,-61.7485,82.08,83,20,11.5,few clouds
382,Saint-Augustin,CA,51.226,-58.6502,21.29,87,73,5.35,broken clouds
383,Grabovo,RU,53.3875,45.064,30.52,30,100,6.67,overcast clouds
384,Meulaboh,ID,4.1363,96.1285,74.89,89,100,3.8,light rain
385,Jumla,NP,29.2747,82.1838,37.47,69,9,4.05,clear sky
386,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,77.74,37,1,6.78,clear sky
387,Walvis Bay,NA,-22.9575,14.5053,60.1,88,0,4.61,clear sky
388,Adrar,MR,20.5022,-10.0711,76.28,26,0,11.01,clear sky
389,Mount Isa,AU,-20.7333,139.5,73.17,25,69,11.5,broken clouds
390,Hobyo,SO,5.3505,48.5268,80.19,77,17,13.56,few clouds
391,Mafinga,TZ,-7.25,35.0667,75.31,48,18,3.04,few clouds
392,Guantanamo,CU,20.1444,-75.2092,87.37,69,52,8.68,broken clouds
393,Clyde River,CA,70.4692,-68.5914,5.23,85,100,21.85,light snow
394,Pamantingan,PH,6.7044,124.4589,71.4,94,92,1.07,moderate rain
395,Sandwick,GB,60.0,-1.25,51.62,82,100,29.93,light rain
396,Sao Luis De Montes Belos,BR,-16.525,-50.3722,82.2,29,1,4.54,clear sky
397,Sondrio,IT,46.169,9.8692,51.94,98,58,5.23,broken clouds
398,Adelaide,AU,-34.9333,138.6,58.15,62,0,11.5,clear sky
399,Kenai,US,60.5544,-151.2583,34.14,78,0,10.36,clear sky
400,Erode,IN,11.35,77.7333,70.39,95,92,0.72,overcast clouds
401,Wukari,NG,7.85,9.7833,76.59,37,99,1.41,overcast clouds
402,Myitkyina,MM,25.3833,97.4,56.46,75,0,2.35,clear sky
403,Nikolayevka,RU,53.1257,47.2041,26.4,95,100,6.58,overcast clouds
404,Salmon Arm,CA,50.6998,-119.3024,35.44,81,100,2.3,overcast clouds
405,Sisimiut,GL,66.9395,-53.6735,20.41,92,100,15.1,light snow
406,Bardiyah,LY,31.7561,25.0865,65.8,60,0,7.92,clear sky
407,Ipixuna,BR,-1.7625,-48.8043,77.9,86,88,4.03,overcast clouds
408,Plettenberg Bay,ZA,-34.0527,23.3716,61.16,76,97,4.56,overcast clouds
409,Tucumcari,US,35.1717,-103.725,45.95,45,100,4.5,overcast clouds
410,Erenhot,CN,43.6475,111.9767,29.37,50,1,9.6,clear sky
411,Berlevag,NO,70.8578,29.0864,39.15,41,0,18.41,clear sky
412,El Alto,PE,-4.2714,-81.2147,71.26,76,54,17.18,broken clouds
413,Laylay,PH,13.4391,121.8202,80.01,84,52,8.39,broken clouds
414,Celestun,MX,20.8667,-90.4,81.77,71,22,14.54,light rain
415,Morant Bay,JM,17.8815,-76.4093,83.82,78,15,10.09,few clouds
416,Teguldet,RU,57.3064,88.1667,25.75,91,100,7.78,overcast clouds
417,Afsin,TR,38.2477,36.914,44.17,87,99,1.88,overcast clouds
418,Bilma,NE,18.6853,12.9164,67.84,23,0,4.47,clear sky
419,Hermosillo,MX,29.0667,-110.9667,81.25,25,0,4.0,clear sky
420,Pala,TD,9.3642,14.9046,75.29,31,61,5.57,broken clouds
421,Alugan,PH,12.2188,125.4808,80.31,85,70,10.42,broken clouds
422,Akyab,MM,20.15,92.9,72.28,78,74,7.81,broken clouds
423,Sorland,NO,67.667,12.6934,44.46,56,44,10.31,scattered clouds
424,Lerwick,GB,60.1545,-1.1494,51.8,87,100,42.66,light rain
425,Pasco,US,28.292,-82.4165,74.12,71,100,1.01,overcast clouds
426,Paragominas,BR,-2.9667,-47.4833,79.84,63,74,3.15,broken clouds
427,Moron,AR,-34.6534,-58.6198,94.01,27,0,6.87,clear sky
428,Laguna,US,38.421,-121.4238,67.28,40,0,8.05,clear sky
429,Mahon,ES,39.8885,4.2658,64.96,63,20,9.22,few clouds
430,Palauig,PH,15.435,119.9045,79.93,70,66,3.87,broken clouds
431,Rolleston,NZ,-43.5833,172.3833,69.89,64,20,2.3,few clouds
432,Nouadhibou,MR,20.931,-17.0347,75.18,57,3,10.36,clear sky
433,Bankfoot,GB,56.5,-3.5,44.51,95,100,3.0,moderate rain
434,Makasar,ID,-5.14,119.4221,73.45,94,20,3.44,few clouds
435,Lancaster,US,40.2504,-76.2499,44.1,62,100,18.41,overcast clouds
436,Otane,NZ,-39.8833,176.6333,68.22,75,98,4.5,moderate rain
437,Vestmanna,FO,62.1564,-7.1664,47.32,81,75,21.85,light rain
438,Kalmunai,LK,7.4167,81.8167,74.28,81,100,9.28,overcast clouds
439,Banfora,BF,10.6333,-4.7667,75.74,23,87,4.99,overcast clouds
440,Sinnamary,GF,5.3833,-52.95,79.41,81,100,10.36,overcast clouds
441,Aripuana,BR,-9.1667,-60.6333,79.93,71,100,2.33,overcast clouds
442,Am Timan,TD,11.0297,20.2827,76.71,27,20,5.64,few clouds
443,Nautla,MX,20.2167,-96.7833,65.93,88,100,12.88,light rain
444,Ukhta,RU,63.5671,53.6835,-12.14,100,23,3.0,few clouds
445,Malishka,AM,39.7376,45.39,43.7,54,66,2.95,broken clouds
446,Noyabrsk,RU,63.1994,75.4507,-16.02,95,54,6.62,broken clouds
447,Marabba,SD,12.35,32.1833,79.48,21,13,11.3,few clouds
448,Nemuro,JP,43.3236,145.575,41.07,65,75,11.56,broken clouds
449,Svetlyy,RU,54.675,20.1347,33.85,76,14,13.18,few clouds
450,Ngunguru,NZ,-35.6167,174.5,65.79,90,59,10.33,broken clouds
451,Itoman,JP,26.1247,127.6694,74.17,78,40,12.66,scattered clouds
452,Roebourne,AU,-20.7833,117.1333,70.14,71,5,6.13,clear sky
453,Issia,CI,6.4922,-6.5856,72.63,65,24,2.66,few clouds
454,Vila,PT,42.0304,-8.1588,53.71,94,99,8.12,overcast clouds
455,Sapa,PH,5.1544,120.3241,79.9,85,100,3.65,very heavy rain
456,Oranjestad,AW,12.524,-70.027,84.15,82,20,21.85,few clouds
457,Buraydah,SA,26.326,43.975,72.05,56,99,7.52,overcast clouds
458,Samarai,PG,-10.6167,150.6667,84.09,77,94,13.06,overcast clouds
459,Veinticinco De Mayo,AR,-35.4323,-60.1727,89.98,36,18,3.0,few clouds
460,Shimoda,JP,34.6667,138.95,49.1,66,37,6.06,scattered clouds
461,Bilibino,RU,68.0546,166.4372,-4.32,97,99,2.75,overcast clouds
462,Kralendijk,BQ,12.15,-68.2667,84.18,79,20,14.97,few clouds
463,Sambava,MG,-14.2667,50.1667,71.67,92,30,6.6,light rain
464,Kailua,US,21.4022,-157.7394,84.18,65,20,11.5,few clouds
465,Goderich,CA,43.7501,-81.7165,34.12,75,84,4.61,broken clouds
466,Kutum,SD,14.2,24.6667,63.82,28,2,8.88,clear sky
467,Mayumba,GA,-3.432,10.6554,76.39,84,97,6.4,light rain
468,Timizart,DZ,36.8,4.2667,61.74,84,100,7.29,light rain
469,Muborak,UZ,39.2553,65.1528,41.81,80,0,9.06,clear sky
470,Caravelas,BR,-17.7125,-39.2481,74.62,93,100,6.33,overcast clouds
471,Eirunepe,BR,-6.6603,-69.8736,78.39,84,96,3.58,overcast clouds
472,Turukhansk,RU,65.8167,87.9833,-36.6,100,85,0.49,overcast clouds
473,Roswell,US,34.0232,-84.3616,48.07,63,0,8.05,clear sky
474,Huarmey,PE,-10.0681,-78.1522,67.26,78,100,9.86,overcast clouds
475,Acapulco,MX,16.8634,-99.8901,85.82,70,40,8.05,scattered clouds
476,Santo Antonio Do Ica,BR,-3.1022,-67.9397,77.5,92,99,0.4,overcast clouds
477,Punto Fijo,VE,11.6956,-70.1996,82.2,79,100,22.5,overcast clouds
478,Labuhan,ID,-6.8844,112.2051,79.05,85,100,4.94,overcast clouds
479,Mareeba,AU,-17.0,145.4333,74.12,50,2,2.71,clear sky
480,Elko,US,41.0002,-115.5012,31.05,61,6,3.0,clear sky
481,Aljezur,PT,37.3191,-8.8033,65.28,87,100,10.49,overcast clouds
482,Muros,ES,42.7762,-9.0603,62.1,80,100,15.23,overcast clouds
483,Ushumun,RU,52.7833,126.5333,10.27,95,75,6.22,broken clouds
484,Trairi,BR,-3.2778,-39.2689,79.47,68,12,11.74,few clouds
485,Ozernovskiy,RU,51.5,156.5167,30.42,68,22,7.02,few clouds
486,Avera,US,33.194,-82.5271,56.55,43,100,11.32,overcast clouds
487,Poum,NC,-20.2333,164.0167,79.14,76,97,5.48,overcast clouds
488,Baihar,IN,22.1,80.55,57.76,58,0,2.26,clear sky
489,Mindelo,CV,16.8901,-24.9804,76.55,73,20,16.11,few clouds
490,Aykhal,RU,66.0,111.5,-16.44,100,98,0.83,overcast clouds
491,Koutiala,ML,12.3917,-5.4642,76.69,18,89,7.09,overcast clouds
492,Gimli,CA,50.6336,-96.9907,17.62,86,100,8.05,light snow
493,Log,RU,49.4844,43.8613,34.65,69,100,4.41,overcast clouds
494,Mali,GN,12.079,-12.2982,64.87,54,100,1.63,overcast clouds
495,Beringovskiy,RU,63.05,179.3167,30.45,93,100,4.14,overcast clouds
496,Goianesia,BR,-15.3175,-49.1175,77.02,63,32,3.4,scattered clouds
497,Lethem,GY,3.3803,-59.7968,84.54,61,100,6.42,overcast clouds
498,Mitchell,US,43.7094,-98.0298,24.12,67,100,11.5,overcast clouds
499,Kamaishi,JP,39.2667,141.8833,42.26,75,47,5.17,scattered clouds
500,Sochi,RU,43.6,39.7303,53.69,72,98,5.57,overcast clouds
501,San Cristobal,VE,7.7669,-72.225,75.38,76,74,2.68,broken clouds
502,Point Pleasant,US,40.0832,-74.0682,49.96,63,0,16.11,clear sky
503,Plainview,US,40.7765,-73.4673,47.88,69,0,10.36,clear sky
504,Chengde,CN,40.9725,117.9361,34.72,66,0,2.62,clear sky
505,Ko Samui,TH,9.5357,99.9357,81.07,79,100,7.67,overcast clouds
506,Bayburt,TR,40.2589,40.2278,38.3,91,100,1.68,overcast clouds
507,West Wendover,US,40.7391,-114.0733,34.81,51,0,4.61,clear sky
508,Atar,MR,20.5169,-13.0499,79.05,20,8,9.4,clear sky
509,Nanakuli,US,21.3906,-158.1547,84.15,49,40,14.97,scattered clouds
510,Waw,SS,7.7029,27.9953,77.22,33,40,4.79,scattered clouds
511,Havoysund,NO,70.9963,24.6622,37.63,63,54,12.55,broken clouds
512,Ternate,ID,0.8,127.4,80.64,80,98,3.42,overcast clouds
513,Itarema,BR,-2.9248,-39.9167,79.21,73,23,16.58,few clouds
514,Dezhou,CN,37.4486,116.2925,45.18,52,0,7.67,clear sky
515,Aasiaat,GL,68.7098,-52.8699,11.7,95,100,4.88,overcast clouds
516,Windsor,CA,42.3001,-83.0165,40.03,76,100,13.8,overcast clouds
517,Pervomayskiy,RU,53.2485,40.2871,25.27,96,100,7.81,overcast clouds
518,Srivardhan,IN,18.0333,73.0167,72.72,64,0,5.61,clear sky
519,Kadaya,RU,50.9327,119.2911,10.22,97,100,1.54,overcast clouds
520,Geraldton,AU,-28.7667,114.6,64.81,59,75,11.5,broken clouds
521,High Level,CA,58.5169,-117.136,15.91,73,0,11.5,clear sky
522,Kristiansund,NO,63.1115,7.732,48.85,27,0,9.22,clear sky
523,Mao,ES,39.8885,4.2658,64.96,63,20,9.22,few clouds
524,Margate,GB,51.3813,1.3862,56.89,94,98,11.99,moderate rain
525,Kletskaya,RU,49.3145,43.0584,36.77,61,100,6.04,overcast clouds
526,Hamada,JP,34.8833,132.0833,52.41,67,100,4.99,overcast clouds
527,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,48,0,19.57,clear sky
528,Nampula,MZ,-15.1165,39.2666,75.15,78,0,6.91,clear sky
529,Omboue,GA,-1.5746,9.2618,75.45,89,100,7.27,light rain
530,Bela,IN,25.9333,81.9833,66.9,57,0,6.11,clear sky
531,Alice Springs,AU,-23.7,133.8833,60.35,100,100,5.75,overcast clouds
532,Yablonovo,RU,50.8523,37.3574,31.28,98,100,11.21,light snow
533,Basoko,CD,1.2391,23.616,69.71,97,98,2.98,moderate rain
534,Jiuquan,CN,39.7432,98.5174,31.59,29,0,7.34,clear sky
535,Kangavar,IR,34.5043,47.9653,47.8,80,95,1.34,overcast clouds
536,Aklavik,CA,68.2191,-135.0107,10.4,85,75,3.44,broken clouds
537,Maracacume,BR,-2.0428,-45.9592,78.69,71,29,5.1,scattered clouds
538,Puerto Lempira,HN,15.2667,-83.7667,82.54,78,75,11.5,broken clouds
539,Bumba,CD,2.1833,22.4667,70.56,96,89,2.57,moderate rain
540,Palomares,MX,17.15,-95.0667,75.38,90,98,12.41,light rain
541,Beni,CD,0.5,29.4667,62.06,99,100,1.7,light rain
542,Hofn,IS,64.2539,-15.2082,44.76,92,99,12.17,overcast clouds
543,Huanren,CN,41.2647,125.3667,33.17,69,4,4.03,clear sky
544,Esperance,AU,-33.8667,121.9,60.33,73,100,26.33,overcast clouds
545,Jibuti,DJ,11.5,42.5,70.93,73,1,11.32,clear sky
546,Olinda,BR,-8.0089,-34.8553,80.33,69,20,8.05,few clouds
547,Siderno,IT,38.2779,16.302,63.34,60,86,5.68,overcast clouds
548,Waynesville,US,35.4887,-82.9887,43.88,72,35,4.0,scattered clouds
549,Santarem,BR,-2.4431,-54.7083,87.93,66,0,6.91,clear sky
550,Ambulu,ID,-8.345,113.6058,76.28,89,98,2.55,overcast clouds
551,Kitimat,CA,54.0524,-128.6534,38.91,51,100,1.01,light rain
552,Anadyr,RU,64.75,177.4833,34.3,86,0,6.71,clear sky
553,Maragogi,BR,-9.0122,-35.2225,77.09,81,61,6.51,broken clouds
554,Stade,DE,53.6,9.4833,42.8,86,100,17.78,light rain
555,La Macarena,CO,2.1837,-73.7849,75.34,97,100,2.8,overcast clouds
556,Myingyan,MM,21.4667,95.3833,66.74,74,0,4.18,clear sky
557,Taoudenni,ML,22.6783,-3.9836,75.45,16,0,8.72,clear sky
558,San Carlos De Bariloche,AR,-41.1456,-71.3082,67.75,34,20,14.97,few clouds
559,Aswan,EG,24.0934,32.907,63.7,36,0,11.5,clear sky
560,Makakilo City,US,21.3469,-158.0858,82.72,54,40,18.41,scattered clouds
561,Abai,PY,-26.0333,-55.9333,71.46,62,0,1.72,clear sky
562,Gaziantep,TR,37.0594,37.3825,49.93,100,100,0.0,mist
563,Ust-Uda,RU,54.1742,103.0304,22.42,86,51,3.04,broken clouds
564,Kloulklubed,PW,7.0419,134.2556,75.7,78,100,16.2,light rain
565,Pasighat,IN,28.0667,95.3333,59.76,64,3,2.93,clear sky
566,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,94,75,10.18,broken clouds
567,Tottori,JP,35.5,134.2333,44.67,81,75,10.36,broken clouds
568,Gat,IL,31.61,34.7642,63.39,100,40,4.5,scattered clouds
569,Namatanai,PG,-3.6667,152.4333,82.27,73,100,5.35,overcast clouds
570,Cabra,ES,37.4725,-4.4421,58.66,91,100,7.67,overcast clouds
571,General Roca,AR,-39.0333,-67.5833,87.62,19,82,3.33,broken clouds
572,Toora-Khem,RU,52.4675,96.11,6.48,98,97,1.07,overcast clouds
573,Zhongshu,CN,24.5167,103.7667,49.57,92,5,1.32,clear sky
574,Kenora,CA,49.8167,-94.4337,23.97,68,75,6.91,broken clouds
575,Wattegama,LK,6.7989,81.4808,70.75,92,100,3.89,overcast clouds
576,Aborlan,PH,9.4352,118.5492,78.87,87,100,6.44,heavy intensity rain
577,Safranbolu,TR,41.2508,32.6942,44.85,76,49,0.98,scattered clouds
578,Victor Harbor,AU,-35.5667,138.6167,54.0,80,1,10.63,clear sky
579,Wanlaweyn,SO,2.6185,44.8938,76.91,83,8,6.76,clear sky
580,Ambon,ID,-3.6954,128.1814,77.14,94,40,6.91,scattered clouds
581,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,82.6,59,86,4.79,overcast clouds
582,Wielun,PL,51.221,18.5696,37.38,95,100,15.03,overcast clouds
583,Khandbari,NP,27.3747,87.2039,56.97,74,71,2.04,broken clouds
584,Oktyabrskiy,RU,54.4815,53.471,14.47,97,67,3.31,broken clouds
585,Umm Lajj,SA,25.0213,37.2685,74.75,63,46,12.41,scattered clouds
586,Staraya Russa,RU,57.9944,31.3608,29.17,84,89,4.09,overcast clouds
587,Itiuba,BR,-10.6917,-39.8536,78.73,61,69,5.91,broken clouds
588,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,53.53,71,81,0.74,broken clouds
589,Ledyard,US,41.4398,-72.0142,49.1,71,40,13.8,scattered clouds
590,Cuxhaven,DE,53.8718,8.6909,43.0,93,100,16.11,overcast clouds
591,Odesskoye,RU,54.2111,72.9651,11.12,90,99,10.83,overcast clouds
592,Malartic,CA,48.1335,-78.1328,23.11,91,100,6.2,snow
593,Troitskoye,RU,52.9821,84.6757,24.55,75,97,16.35,overcast clouds
594,Baruun-Urt,MN,46.6806,113.2792,25.21,44,67,9.33,broken clouds
595,Flinders,AU,-34.5833,150.8552,58.17,60,3,5.01,clear sky
596,Abnub,EG,27.2696,31.1511,62.82,45,100,5.53,overcast clouds
597,Sarangani,PH,5.4033,125.4636,79.11,85,100,12.41,overcast clouds
598,Camana,PE,-16.6228,-72.7111,66.67,79,72,5.53,broken clouds
599,Tweed,CA,44.4751,-77.3162,33.06,91,100,3.4,overcast clouds
600,Half Moon Bay,US,37.4636,-122.4286,69.91,26,0,13.8,clear sky
601,Kattivakkam,IN,13.2167,80.3167,75.29,70,41,9.26,scattered clouds
602,Blagoyevo,RU,63.3667,47.9167,11.55,97,70,4.27,broken clouds
603,Saint-Pierre,RE,-21.3393,55.4781,68.92,60,0,5.75,clear sky
604,Lavumisa,SZ,-27.31,31.892,71.94,84,92,2.1,overcast clouds
605,Nago,JP,26.5881,127.9761,74.25,76,97,12.68,overcast clouds
606,Adre,TD,13.4667,22.2,68.79,28,5,9.8,clear sky
607,Port Moresby,PG,-9.4431,147.1797,80.02,89,40,3.44,haze
608,Pontes E Lacerda,BR,-15.2261,-59.3353,89.35,34,10,6.58,clear sky
609,Klaksvik,FO,62.2266,-6.589,49.12,88,79,33.42,light rain
610,Diffa,NE,13.3154,12.6113,73.49,21,7,9.4,clear sky
611,Lompoc,US,34.6391,-120.4579,76.01,28,0,8.05,clear sky
612,Kovur,IN,14.4833,79.9833,68.58,80,6,5.55,clear sky
613,Kaukauna,US,44.278,-88.272,34.29,78,75,6.91,broken clouds
614,Port Washington,US,40.8257,-73.6982,48.0,65,75,18.41,broken clouds
615,Kawalu,ID,-7.3817,108.2082,72.21,96,96,2.1,overcast clouds
616,Takahashi,JP,34.7833,133.6167,54.18,96,100,1.01,overcast clouds
617,Puerto El Triunfo,SV,13.2833,-88.55,94.06,72,45,4.18,scattered clouds
618,Caraguatatuba,BR,-23.6338,-45.4899,66.94,89,45,2.57,scattered clouds
619,Dudinka,RU,69.4058,86.1778,-31.56,100,27,4.41,scattered clouds
620,Kwinana,AU,-32.25,115.7667,60.82,71,51,15.03,broken clouds
621,Seoul,KR,37.5683,126.9778,45.84,90,0,3.44,clear sky
622,Jefferson City,US,38.5767,-92.1735,33.1,47,100,13.11,overcast clouds
623,Ossora,RU,59.2353,163.0719,15.51,84,14,9.8,few clouds
624,Camopi,GF,3.1655,-52.3158,79.47,73,100,4.16,overcast clouds
625,San Policarpo,PH,12.1791,125.5072,80.8,84,71,11.18,broken clouds
626,Manokwari,ID,-0.8667,134.0833,77.63,88,100,5.82,overcast clouds
627,Pitimbu,BR,-7.4706,-34.8086,81.19,73,54,8.93,broken clouds
628,Torbay,CA,47.6666,-52.7314,33.58,77,75,9.22,broken clouds
629,Teguise,ES,29.0605,-13.564,64.62,60,0,2.3,clear sky
630,Upata,VE,8.0086,-62.3989,83.19,85,100,3.58,overcast clouds
631,Takab,IR,36.4009,47.1133,40.28,94,99,2.33,overcast clouds
632,Sechura,PE,-5.5569,-80.8222,73.63,61,35,19.86,scattered clouds
633,Soe,ID,-9.8607,124.284,68.85,82,91,2.19,overcast clouds
634,Port Blair,IN,11.6667,92.75,77.54,86,99,4.5,overcast clouds
635,La Palma,US,33.8464,-118.0467,77.29,10,0,16.11,clear sky
636,Ormond Beach,US,29.2858,-81.0559,76.06,86,75,11.5,mist
637,Sayansk,RU,54.1088,102.1648,23.16,74,72,4.18,broken clouds
638,Tayoltita,MX,24.0833,-105.9333,77.25,28,91,6.78,overcast clouds
639,The Valley,AI,18.217,-63.0578,81.1,78,40,9.22,scattered clouds
640,Wajir,KE,1.7471,40.0573,79.72,66,44,13.24,scattered clouds
641,Puerto Gaitan,CO,4.3133,-72.0816,82.56,75,100,5.06,overcast clouds
642,Makinsk,KZ,52.6292,70.4169,6.98,94,97,9.89,overcast clouds
643,Gambela,ET,8.25,34.5833,73.58,70,18,2.55,few clouds
644,Rawson,AR,-43.3002,-65.1023,63.73,50,0,18.41,clear sky
645,Juba,SS,4.8517,31.5825,75.52,68,81,3.65,light rain
646,La Ronge,CA,55.1001,-105.2842,19.65,73,75,20.71,light snow
647,Naziya,RU,59.8,31.3833,30.43,1,100,6.89,overcast clouds
648,Nevel,RU,56.0209,29.9284,27.21,81,10,3.85,clear sky
649,Kirove,UA,47.6531,35.6951,45.46,89,100,7.18,light rain
650,Mariental,NA,-24.6333,17.9667,77.07,9,0,7.38,clear sky
651,Phayao,TH,19.25,100.25,67.6,99,22,1.07,few clouds
652,Buta,CD,2.7858,24.73,71.02,96,100,1.45,light rain
653,Nisia Floresta,BR,-6.0911,-35.2086,79.61,73,21,8.72,few clouds
654,Kotra,IN,25.8167,79.3167,65.84,44,0,6.2,clear sky
655,Arlit,NE,18.7369,7.3853,70.56,17,5,8.21,clear sky
656,Isiro,CD,2.7739,27.616,67.62,95,100,0.76,light rain
657,Selizharovo,RU,56.8519,33.4487,28.08,84,86,3.18,overcast clouds
658,Tagusao,PH,9.1924,117.8141,79.56,82,100,4.21,overcast clouds
659,Uige,AO,-7.6087,15.0613,65.8,90,93,1.48,overcast clouds
660,Sibolga,ID,1.7427,98.7792,74.55,91,100,1.01,overcast clouds
661,Prabumulih,ID,-3.45,104.25,73.0,99,99,1.39,overcast clouds
662,Grand-Santi,GF,4.25,-54.3833,80.46,57,100,2.24,overcast clouds
663,Dymer,UA,50.7865,30.3026,35.85,97,100,14.32,light snow
664,Daura,NG,11.5538,11.4085,73.04,29,97,10.33,overcast clouds
665,Bundaberg,AU,-24.85,152.35,70.21,42,23,5.01,few clouds
666,Yatou,CN,37.15,122.3833,49.98,69,0,6.13,clear sky
667,Nelson Bay,AU,-32.7167,152.15,59.11,72,49,11.99,scattered clouds
668,Atagay,RU,55.1033,99.3875,30.94,63,88,5.99,overcast clouds
669,Tosya,TR,41.0155,34.0401,43.18,64,62,4.79,broken clouds
670,Helmsdale,GB,58.1168,-3.6517,48.15,90,100,17.34,overcast clouds
671,Cleveland,US,41.4995,-81.6954,36.36,81,100,12.66,overcast clouds
672,Little Current,CA,45.9793,-81.9248,28.42,72,100,10.13,overcast clouds
673,Mizdah,LY,31.4451,12.9801,58.42,33,0,8.55,clear sky
674,Borodino,RU,55.9106,94.8983,30.63,63,82,13.89,broken clouds
675,Vanderhoof,CA,54.0166,-124.0198,33.1,73,100,7.31,overcast clouds
676,Hellvik,NO,59.9156,5.781,41.18,58,0,9.31,clear sky
677,Belfast,GB,54.5833,-5.9333,44.38,93,40,8.05,scattered clouds
678,Torrijos,ES,39.9819,-4.2835,60.08,89,100,14.72,overcast clouds
679,Batie,BF,9.8833,-2.9167,75.15,22,10,4.41,clear sky
680,Garmsar,IR,35.2182,52.3409,57.79,44,83,1.97,broken clouds
681,Sao Desiderio,BR,-12.3633,-44.9733,70.21,96,100,3.96,light rain
682,Punta Gorda,US,26.9298,-82.0454,80.01,87,100,10.0,overcast clouds
683,Taltal,CL,-25.4,-70.4833,65.89,72,18,5.46,few clouds
684,Chalons-En-Champagne,FR,48.9539,4.3672,53.67,94,98,24.81,overcast clouds
685,Kisaran,ID,2.9845,99.6158,73.51,97,100,2.21,moderate rain
686,Sulangan,PH,11.1373,123.7228,82.38,78,84,11.97,broken clouds
687,Veseloyarsk,RU,51.2836,81.1056,26.17,75,100,17.76,overcast clouds
688,Mutsu,JP,41.2894,141.2169,40.93,66,13,11.54,few clouds
689,Odweyne,SO,9.4092,45.064,70.34,51,4,3.96,clear sky
690,Inuvik,CA,68.3499,-133.7218,21.96,54,75,4.61,broken clouds
